diameter_km,depth_km,circularity,center_x,center_y,confidence
7.566032641437184,58.8,0.64586844980924,11,13,0.64586844980924
3.2858897332920622,24.4,0.8927387648746967,48,4,0.8927387648746967
1.6273715780512878,29.6,1.2762720155208533,60,4,1.0
4.305620486218447,28.800001,0.6812513845165401,71,9,0.6812513845165401
6.237804139848138,80.0,0.36609088508445914,92,7,0.36609088508445914
7.778453777314289,64.0,0.2945318242660197,134,16,0.2945318242660197
7.8306587509893095,79.200005,0.29135021942911754,190,5,0.29135021942911754
6.740117725689264,46.0,0.3651964494874466,260,8,0.3651964494874466
8.010697413749455,52.0,0.2832036573321218,308,24,0.2832036573321218
3.8031567451515134,38.0,0.8207586964940495,310,9,0.8207586964940495
1.6273715780512878,12.8,1.2762720155208533,332,4,1.0
2.59281792577143,36.0,1.111712424183585,382,4,1.0
2.59281792577143,20.800001,1.111712424183585,420,6,1.0
2.59281792577143,20.800001,1.111712424183585,436,6,1.0
2.59281792577143,22.0,1.111712424183585,444,6,1.0
3.8031567451515134,26.4,0.8207586964940495,457,5,0.8207586964940495
3.2858897332920622,32.8,0.8927387648746967,540,8,0.8927387648746967
5.509449223514659,12.8,0.4773832011222062,713,16,0.4773832011222062
2.59281792577143,0.0,1.111712424183585,730,4,1.0
9.326721058137544,63.2,0.21809871733376476,762,14,0.21809871733376476
2.59281792577143,45.2,1.111712424183585,782,4,1.0
3.7492085263260826,42.4,0.9243537588616743,798,8,0.9243537588616743
5.126369495396695,42.4,0.5432231163624334,814,6,0.5432231163624334
9.326721058137544,74.0,0.21809871733376476,854,20,0.21809871733376476
3.2232956248285585,39.600002,1.027834947927076,862,6,1.0
1.6273715780512878,18.0,1.2762720155208533,900,4,1.0
6.830190108561867,68.0,0.32137447141391434,945,24,0.32137447141391434
3.2858897332920622,0.0,0.8927387648746967,964,4,0.8927387648746967
7.75221945712966,64.8,0.3243258051308644,975,14,0.3243258051308644
2.59281792577143,23.2,1.111712424183585,1046,4,1.0
11.950169343465216,65.200005,0.13181787378063362,1088,14,0.13181787378063362
2.59281792577143,30.800001,1.111712424183585,1120,6,1.0
5.046265044040321,68.8,0.6298008259357083,1132,13,0.6298008259357083
3.2858897332920622,62.4,0.8927387648746967,1152,4,0.8927387648746967
4.712249745098538,35.600002,0.6300189994214888,1192,6,0.6300189994214888
4.352677845379694,74.4,0.6229340548850409,1212,4,0.6229340548850409
9.54264597684829,73.6,0.20669247173681132,1243,18,0.20669247173681132
4.209928082843396,30.0,0.830409496002988,1271,9,0.830409496002988
6.072315638661277,53.2,0.4742291586637421,1284,12,0.4742291586637421
5.086474962979619,63.600002,0.5838099154859323,1307,13,0.5838099154859323
5.086474962979619,57.2,0.5838099154859323,1323,6,0.5838099154859323
8.763664150252737,66.0,0.2266749919850445,1360,10,0.2266749919850445
3.2232956248285585,33.2,1.027834947927076,1417,6,1.0
3.2232956248285585,30.0,1.027834947927076,1430,6,1.0
6.493819655767211,38.0,0.36617369063461713,1460,6,0.36617369063461713
2.59281792577143,26.4,1.111712424183585,1480,6,1.0
2.59281792577143,14.0,1.111712424183585,1502,4,1.0
2.59281792577143,40.8,1.111712424183585,1520,6,1.0
4.258043108873925,53.2,0.7495636799419626,1544,7,0.7495636799419626
8.740387444736633,57.2,0.23296293217845992,1567,12,0.23296293217845992
5.7977171353049215,31.6,0.47684924268140194,1624,8,0.47684924268140194
1.6273715780512878,18.4,1.2762720155208533,1652,4,1.0
6.948470589731051,72.0,0.40975115255510824,1670,7,0.40975115255510824
3.2858897332920622,38.0,0.8927387648746967,1708,4,0.8927387648746967
3.2232956248285585,34.8,1.027834947927076,1733,6,1.0
4.712249745098538,65.6,0.6300189994214888,1757,5,0.6300189994214888
2.59281792577143,48.4,1.111712424183585,1794,4,1.0
7.291809335695799,68.0,0.31990338785015954,1813,18,0.31990338785015954
3.2232956248285585,43.2,1.027834947927076,1942,6,1.0
2.59281792577143,22.4,1.111712424183585,1954,4,1.0
3.8031567451515134,27.6,0.8207586964940495,1974,5,0.8207586964940495
2.59281792577143,8.0,1.111712424183585,1988,6,1.0
2.59281792577143,24.0,1.111712424183585,2000,6,1.0
2.59281792577143,13.6,1.111712424183585,2034,4,1.0
1.6273715780512878,27.6,1.2762720155208533,2120,4,1.0
3.2232956248285585,52.8,1.027834947927076,2161,6,1.0
1.6273715780512878,24.0,1.2762720155208533,2168,4,1.0
2.59281792577143,44.0,1.111712424183585,2212,6,1.0
2.59281792577143,46.0,1.111712424183585,8,10,1.0
6.709824908433555,40.4,0.38208862748809674,29,14,0.38208862748809674
1.6273715780512878,10.8,1.2762720155208533,64,8,1.0
4.258043108873925,58.4,0.7495636799419626,232,10,0.7495636799419626
3.2858897332920622,28.800001,0.8927387648746967,284,8,0.8927387648746967
7.006862125444447,56.4,0.34824444692793305,331,28,0.34824444692793305
5.509449223514659,34.8,0.47738320112220634,342,15,0.47738320112220634
7.064771061656448,67.200005,0.3209561985431403,388,18,0.3209561985431403
1.6273715780512878,32.4,1.2762720155208533,788,8,1.0
1.6273715780512878,28.800001,1.2762720155208533,828,8,1.0
5.509449223514659,41.2,0.4773832011222062,893,20,0.4773832011222062
7.006862125444447,54.0,0.34824444692793305,999,15,0.34824444692793305
1.6273715780512878,26.800001,1.2762720155208533,1012,8,1.0
4.258043108873925,55.600002,0.7495636799419626,1021,10,0.7495636799419626
2.59281792577143,40.8,1.111712424183585,1036,10,1.0
3.2232956248285585,19.2,1.027834947927076,1054,10,1.0
5.472348133312703,67.200005,0.5082988981063368,1168,14,0.5082988981063368
2.59281792577143,19.6,1.111712424183585,1254,8,1.0
9.521273842566634,67.6,0.2117441735494175,1403,27,0.2117441735494175
3.2858897332920622,25.2,0.8927387648746967,1644,8,0.8927387648746967
2.59281792577143,23.6,1.111712424183585,1786,8,1.0
8.061398536437876,36.0,0.26534699836480624,1861,20,0.26534699836480624
3.2858897332920622,14.400001,0.8927387648746967,1884,8,0.8927387648746967
1.6273715780512878,36.0,1.2762720155208533,1960,8,1.0
3.2858897332920622,36.0,0.8927387648746967,2040,12,0.8927387648746967
1.6273715780512878,13.2,1.2762720155208533,2116,8,1.0
2.59281792577143,23.6,1.111712424183585,2174,8,1.0
3.8031567451515134,22.800001,0.8207586964940495,59,15,0.8207586964940495
4.755284882580274,59.2,0.5816512332781808,101,13,0.5816512332781808
2.59281792577143,33.2,1.111712424183585,164,14,1.0
5.165955948094119,49.2,0.5072010464480319,358,18,0.5072010464480319
3.8563503319209347,53.600002,0.7356073646929072,374,12,0.7356073646929072
6.430771369983393,45.2,0.40262599546129285,423,20,0.40262599546129285
3.2232956248285585,28.4,1.027834947927076,449,14,1.0
8.71704858480177,55.2,0.25131438437604675,492,18,0.25131438437604675
1.6273715780512878,6.4,1.2762720155208533,740,12,1.0
1.6273715780512878,26.4,1.2762720155208533,792,12,1.0
2.59281792577143,36.0,1.111712424183585,1048,14,1.0
3.2858897332920622,44.8,0.8927387648746967,1144,12,0.8927387648746967
3.2232956248285585,22.4,1.027834947927076,1425,14,1.0
1.6273715780512878,22.0,1.2762720155208533,1436,12,1.0
5.086474962979619,32.0,0.5838099154859323,1491,17,0.5838099154859323
1.6273715780512878,23.2,1.2762720155208533,1524,12,1.0
2.59281792577143,18.800001,1.111712424183585,1594,12,1.0
6.139046385568431,57.2,0.4252158833263679,1725,17,0.4252158833263679
3.8563503319209347,43.2,0.7356073646929072,1774,12,0.7356073646929072
4.258043108873925,29.6,0.7495636799419626,1830,14,0.7495636799419626
1.6273715780512878,4.0,1.2762720155208533,1876,12,1.0
3.2858897332920622,29.2,0.8927387648746967,1896,12,0.8927387648746967
7.291809335695799,49.2,0.3199033878501594,1950,22,0.3199033878501594
4.6688179452475955,34.4,0.6856376177191419,1967,19,0.6856376177191419
4.258043108873925,23.6,0.7495636799419626,1982,14,0.7495636799419626
1.6273715780512878,16.800001,1.2762720155208533,1996,12,1.0
6.830190108561867,49.600002,0.3213744714139145,2104,17,0.3213744714139145
4.209928082843396,44.8,0.830409496002988,2184,15,0.830409496002988
3.2858897332920622,42.0,0.8927387648746967,2208,16,0.8927387648746967
3.7492085263260826,36.0,0.9243537588616743,50,20,0.9243537588616743
8.431944981913217,74.4,0.2710744963373049,187,28,0.2710744963373049
5.7977171353049215,68.8,0.5286458267460673,228,19,0.5286458267460673
1.6273715780512878,19.6,1.2762720155208533,408,16,1.0
6.770275002573076,57.600002,0.3495229895466683,531,34,0.3495229895466683
3.2858897332920622,34.8,0.8927387648746967,828,16,0.8927387648746967
3.8563503319209347,60.8,0.7356073646929072,874,16,0.7356073646929072
8.456070767935113,56.0,0.26285436572708526,1067,36,0.26285436572708526
3.7492085263260826,68.0,0.9243537588616743,1160,18,0.9243537588616743
3.8031567451515134,28.0,0.8207586964940495,1189,19,0.8207586964940495
6.399014280237452,46.8,0.4232087069335238,1215,20,0.4232087069335238
2.59281792577143,30.4,1.111712424183585,1446,16,1.0
3.2858897332920622,69.200005,0.8927387648746967,1508,16,0.8927387648746967
7.319693985574509,57.2,0.3079378262871661,1530,22,0.3079378262871661
1.6273715780512878,16.0,1.2762720155208533,1548,16,1.0
1.6273715780512878,19.6,1.2762720155208533,1556,16,1.0
3.2232956248285585,23.6,1.027834947927076,1606,18,1.0
1.6273715780512878,19.6,1.2762720155208533,1644,16,1.0
5.7977171353049215,52.4,0.47684924268140194,1884,24,0.47684924268140194
1.6273715780512878,13.2,1.2762720155208533,1932,16,1.0
5.005732138297854,45.600002,0.6822411892519274,62,26,0.6822411892519274
2.59281792577143,51.2,1.111712424183585,88,22,1.0
4.209928082843396,95.200005,0.830409496002988,99,23,0.830409496002988
2.59281792577143,0.0,1.111712424183585,158,20,1.0
5.832748977568258,48.0,0.45007509051796046,288,26,0.45007509051796046
4.352677845379694,60.8,0.6229340548850409,812,20,0.6229340548850409
2.59281792577143,33.2,1.111712424183585,838,20,1.0
9.326721058137544,74.4,0.22761439688173396,1019,29,0.22761439688173396
12.774129326621775,72.4,0.1256115275660346,1368,44,0.1256115275660346
3.2858897332920622,26.800001,0.8927387648746967,1436,20,0.8927387648746967
7.093548252315877,36.8,0.3086321551587623,1465,24,0.3086321551587623
1.6273715780512878,22.4,1.2762720155208533,1552,20,1.0
5.126369495396695,48.0,0.5432231163624334,1589,22,0.5432231163624334
1.6273715780512878,3.2,1.2762720155208533,1624,20,1.0
2.59281792577143,32.0,1.111712424183585,1638,20,1.0
5.472348133312703,61.600002,0.5082988981063368,1664,30,0.5082988981063368
4.305620486218447,70.8,0.6812513845165401,1741,27,0.6812513845165401
5.086474962979619,30.800001,0.5838099154859323,2027,27,0.5838099154859323
2.59281792577143,38.0,1.111712424183585,2036,22,1.0
3.7492085263260826,32.4,0.9243537588616743,2053,24,0.9243537588616743
4.209928082843396,25.6,0.830409496002988,2096,23,0.830409496002988
3.2232956248285585,45.2,1.027834947927076,5,26,1.0
6.399014280237452,39.600002,0.4232087069335238,41,33,0.4232087069335238
1.6273715780512878,76.8,1.2762720155208533,164,24,1.0
3.8563503319209347,45.2,0.7356073646929072,446,24,0.7356073646929072
1.6273715780512878,20.0,1.2762720155208533,724,24,1.0
4.624978308224886,58.8,0.7500997173165801,793,27,0.7500997173165801
4.258043108873925,63.600002,0.7495636799419626,1132,28,0.7495636799419626
3.8563503319209347,65.200005,0.7356073646929072,1150,24,0.7356073646929072
4.755284882580274,42.8,0.5816512332781808,1296,26,0.5816512332781808
4.209928082843396,31.2,0.830409496002988,1431,29,0.830409496002988
10.59475333662148,59.600002,0.1902095478915696,1603,37,0.1902095478915696
1.6273715780512878,11.6,1.2762720155208533,1628,24,1.0
3.8031567451515134,41.600002,0.8207586964940495,1649,25,0.8207586964940495
1.6273715780512878,55.2,1.2762720155208533,1676,24,1.0
3.2858897332920622,0.0,0.8927387648746967,1756,28,0.8927387648746967
6.462372402400944,44.8,0.3836717962249745,1925,29,0.3836717962249745
4.258043108873925,40.0,0.7495636799419626,1993,25,0.7495636799419626
8.211623852148504,57.2,0.2815825828298172,2147,36,0.2815825828298172
3.2858897332920622,50.8,0.8927387648746967,2180,24,0.8927387648746967
3.2232956248285585,57.600002,1.027834947927076,2193,26,1.0
1.6273715780512878,60.0,1.2762720155208533,2212,24,1.0
4.258043108873925,49.600002,0.7495636799419626,22,30,0.7495636799419626
3.2232956248285585,33.600002,1.027834947927076,109,30,1.0
5.126369495396695,40.4,0.5432231163624335,125,33,0.5432231163624335
6.172141215046532,0.0,0.40381408880310043,145,35,0.40381408880310043
3.8031567451515134,60.4,0.8207586964940495,214,31,0.8207586964940495
2.59281792577143,40.8,1.111712424183585,350,28,1.0
3.8563503319209347,33.600002,0.7356073646929072,462,28,0.7356073646929072
3.2858897332920622,37.600002,0.8927387648746967,488,28,0.8927387648746967
4.755284882580274,28.800001,0.5816512332781808,505,31,0.5816512332781808
1.6273715780512878,15.6,1.2762720155208533,732,28,1.0
5.434993784527796,56.4,0.5427552239280127,754,37,0.5427552239280127
4.6688179452475955,74.0,0.6856376177191419,816,35,0.6856376177191419
3.2858897332920622,20.0,0.8927387648746967,1052,28,0.8927387648746967
6.770275002573076,49.600002,0.3495229895466684,1107,33,0.3495229895466684
2.59281792577143,30.4,1.111712424183585,1180,30,1.0
4.258043108873925,60.4,0.7495636799419626,1198,34,0.7495636799419626
1.6273715780512878,24.4,1.2762720155208533,1212,28,1.0
1.6273715780512878,14.400001,1.2762720155208533,1276,28,1.0
3.8563503319209347,55.2,0.7356073646929072,1330,28,0.7356073646929072
3.2858897332920622,26.800001,0.8927387648746967,1444,28,0.8927387648746967
7.347472810209705,70.4,0.29670616688526713,1511,37,0.29670616688526713
1.6273715780512878,25.2,1.2762720155208533,1512,28,1.0
6.740117725689264,49.600002,0.3651964494874466,1641,41,0.3651964494874466
9.980894848663578,64.0,0.1899074909870231,1690,44,0.1899074909870231
3.2858897332920622,40.4,0.8927387648746967,1728,32,0.8927387648746967
4.258043108873925,36.0,0.7495636799419626,1908,32,0.7495636799419626
3.8563503319209347,25.6,0.7356073646929072,2014,28,0.7356073646929072
3.7492085263260826,27.6,0.9243537588616743,2044,30,0.9243537588616743
1.6273715780512878,19.6,1.2762720155208533,2172,28,1.0
3.8563503319209347,47.2,0.7356073646929072,362,32,0.7356073646929072
7.619693119799736,56.4,0.2758631645757425,432,36,0.2758631645757425
10.262669006671349,87.6,0.1615008342278139,681,58,0.1615008342278139
3.7492085263260826,26.4,0.9243537588616743,724,34,0.9243537588616743
1.6273715780512878,10.0,1.2762720155208533,736,32,1.0
6.462372402400944,57.600002,0.38367179622497466,774,42,0.38367179622497466
5.165955948094119,52.8,0.5072010464480319,838,38,0.5072010464480319
3.2232956248285585,67.200005,1.027834947927076,1041,34,1.0
6.172141215046532,68.0,0.40381408880310043,1150,36,0.40381408880310043
6.709824908433555,49.2,0.38208862748809674,1214,42,0.38208862748809674
8.646654038808814,60.8,0.261296994499403,1233,47,0.261296994499403
8.061398536437876,60.0,0.26534699836480624,1274,49,0.26534699836480624
3.2232956248285585,24.0,1.027834947927076,1282,34,1.0
3.8031567451515134,26.0,0.8207586964940495,1303,35,0.8207586964940495
1.6273715780512878,24.800001,1.2762720155208533,1340,32,1.0
2.59281792577143,43.600002,1.111712424183585,1418,32,1.0
1.6273715780512878,29.6,1.2762720155208533,1452,32,1.0
1.6273715780512878,19.2,1.2762720155208533,1532,32,1.0
8.71704858480177,59.600002,0.23954850844466388,1565,46,0.23954850844466388
1.6273715780512878,9.2,1.2762720155208533,1656,32,1.0
11.86462658771525,69.6,0.1388142234773713,1826,46,0.1388142234773713
1.6273715780512878,16.0,1.2762720155208533,1820,32,1.0
6.430771369983393,43.600002,0.40262599546129285,1862,40,0.40262599546129285
4.258043108873925,33.600002,0.7495636799419626,1942,36,0.7495636799419626
3.2858897332920622,27.6,0.8927387648746967,2000,32,0.8927387648746967
3.8031567451515134,46.4,0.8207586964940495,2102,37,0.8207586964940495
3.2858897332920622,54.4,0.8927387648746967,2164,32,0.8927387648746967
6.1224318858606495,64.0,0.5133555784479817,2225,45,0.5133555784479817
2.59281792577143,31.6,1.111712424183585,10,36,1.0
2.59281792577143,26.4,1.111712424183585,56,38,1.0
9.774655770763829,44.4,0.19201472512288398,89,60,0.19201472512288398
4.712249745098538,30.0,0.6300189994214888,104,45,0.6300189994214888
2.59281792577143,37.600002,1.111712424183585,298,36,1.0
